permid,isin,issuer_name,str_001_s,str_002_ec,str_003_ec,str_004_asec,str_005_ec,cs_001_sec,gp_esccp,cs_003_sec,cs_002_ec,str_006_sec,str_007_sect,gp_esccp_22,gp_esccp_25,gp_esccp_30,art_8_basicos,str_003b_ec,new_exclusion,exclusion_list
4295862465,CA6539051095,Niko Resources Ltd,,,,,,OK,,,,,,,,,,,False,[]
4295862467,CA58515N3031,MEGA Brands Inc (Pre-Merger),FLAG,,,FLAG,,OK,,FLAG,,,FLAG,,,,,,False,[]
4295862323,CA6087112067,Molson Coors Canada Inc (Pre merger),OK,,,,,,,,,,,,,,,,False,[]
5051609948,CA65478FAA09,Nissan Canada Financial Services Inc,,,,OK,,OK,,OK,,,OK,,,,,,False,[]
4295861047,CA823901AL77,Sherritt International Corp (Ontario),,,,,,,,EXCLUDED,,,,,,,,,True,['cs_003_sec']
4296075596,CA88319ZAJ27,Textron Financial Canada Funding Corp,,,,,,,,EXCLUDED,,,,,,,,,True,['cs_003_sec']
4295862660,CA65020PAB90,Newalta Corp,,,,,,,,,,EXCLUDED,,,,,,,True,['str_006_sec']
4295862868,CA8284261069,Silvermex Resources Inc,OK,,,OK,,OK,,OK,,,OK,,,,,,False,[]
4297798977,CA88830X8199,Titan Medical Inc,OK,,,,,,,,,,,,,,,,False,[]
4297915398,CA8520661098,Sprott Inc,OK,,,,,,,,,,,,,,,,False,[]
5037952074,CA8908953034,TORC Oil & Gas Ltd,,,,,,OK,,OK,,,,,,,,,False,[]
5058335031,CA85913R2063,Steppe Gold Ltd,,,,,,,,,,EXCLUDED,,,,,,,True,['str_006_sec']
4296897359,CA88832T1057,Titan Uranium Inc,,,,,,,,OK,,,,,,,,,False,[]
4295860890,CA7656982047,Rider Resources Ltd,,,,,,,,EXCLUDED,,,,,,,,,True,['cs_003_sec']
4295905054,US880779AX13,Terex Corp,,,,,,OK,,,,,,,,,,,False,[]
5037989973,USM87684AA08,Teva Pharmaceutical Finance NV,,,,,,,,FLAG,,,,,,,,,False,[]
5000054762,US9026811052,UGI Corp,,,,,,OK,,,,,,,,,,,False,[]
4295900908,US90269QAL32,UGI Utilities Inc,,,,,,OK,,OK,,,,,,,,,False,[]
4296121468,ARBCOM4601O9,Tripadvisor Inc,,,,OK,,OK,,OK,,,OK,,,,,,False,[]
4296438979,US8972382001,Cardiff Oncology Inc,,,,OK,,OK,,,,,OK,,,,,,False,[]
4295902936,USU8969QAA95,Tronox Inc,,,,,,,,OK,,,,,,,,,False,[]
4296452232,USG9079KAC92,Triton Container International Ltd,,,,EXCLUDED,,EXCLUDED,,,,,EXCLUDED,,,,,,True,"['str_004_asec', 'cs_001_sec', 'str_007_sect']"
4295908168,US4858371085,Kaspien Holdings Inc,OK,,,OK,,OK,,,,OK,OK,,,,,,False,[]
5037478191,US89678F2092,TriState Capital Holdings Inc,OK,,,OK,,OK,,,,,OK,,,,,,False,[]
4295908165,US8927821038,Trailer Bridge Inc,,,,,,,,,,EXCLUDED,,,,,,,True,['str_006_sec']
4295908172,US8935291075,Transcat Inc,,,,OK,,OK,,,,,OK,,,,,,False,[]
5000638861,US895797AA65,Triad Financial SM LLC,OK,,,,,,,,,OK,,,,,,,False,[]
4295908981,US89676R1068,Tristone Community Bank,OK,,,,,,,,,,,,,,,,False,[]
5000066586,US90187BAA98,Two Harbors Investment Corp,OK,,,,,,,,,EXCLUDED,,,,,,,True,['str_006_sec']
5000614319,US89835E1038,TrustAtlantic Financial Corp,,,,EXCLUDED,,EXCLUDED,,EXCLUDED,,,EXCLUDED,,,,,,True,"['str_004_asec', 'cs_001_sec', 'cs_003_sec', 'str_007_sect']"
4295999336,US853117RD32,Standard Bank and Trust Co,,,,,,,,EXCLUDED,,,,,,,,,True,['cs_003_sec']
4295862036,US854921AD50,Star Choice Communications Inc,,,,EXCLUDED,,EXCLUDED,,EXCLUDED,,,EXCLUDED,,,,,,True,"['str_004_asec', 'cs_001_sec', 'cs_003_sec', 'str_007_sect']"
4296312253,US899897AA09,Tupperware Finance Co BV,OK,,,,,,,,,OK,,,,,,,False,[]
5045946048,US85917NAA00,Sotera Health Co,,,,,,,,OK,,,,,,,,,False,[]
4295915224,US8991651048,Tularik Inc,,,,OK,,OK,,OK,,,OK,,,,,,False,[]
5000013288,US86062PAA66,Stifel Financial Capital Trust II,OK,,,OK,,OK,,,,,OK,,,,,,False,[]
5000052198,US85571BAP04,Starwood Property Trust Inc,,,,,,,,EXCLUDED,,,,,,,,,True,['cs_003_sec']
4295890862,CH0506071262,Berner Kantonalbank AG,OK,,,,,,,,,OK,,,,,,,False,[]
5037631860,CH0353427989,Zug Estates Holding AG,,,,,,,,OK,,,,,,,,,False,[]
4295915061,US86606G1013,Summit Financial Group Inc,,,,OK,,OK,,OK,,,OK,,,,,,False,[]
4296738195,US855898AR35,State Bank and Trust Co,OK,,,,,,,,,,,,,,,,False,[]
4295902665,US85916J4094,Stereotaxis Inc,,,,OK,,OK,,,,,OK,,,,,,False,[]
4295908028,US86272C1036,Strategic Education Inc,,,,,,,,EXCLUDED,,,,,,,,,True,['cs_003_sec']
5000659898,US86601TBB35,Summit Bank (Arkansas),,,,EXCLUDED,,EXCLUDED,,EXCLUDED,,,EXCLUDED,,,,,,True,"['str_004_asec', 'cs_001_sec', 'cs_003_sec', 'str_007_sect']"
5035088735,US85572LAB80,New Haven Bank,,,,,,,,OK,,,,,,,,,False,[]
4297945278,US83413U3086,SLR Investment Corp,OK,,,,,,,,,,,,,,,,False,[]
5055036531,US83418M1036,Solaris Oilfield Infrastructure Inc,,,,,,,,EXCLUDED,,,,,,,,,True,['cs_003_sec']
5063379163,US83417BAA61,SolarCity LMC Series I LLC Series 2013 1,,,,OK,,OK,,OK,,,OK,,,,,,False,[]
5063379354,US83417FAB58,SolarCity LMC Series III LLC Series 2014 2,,,,OK,,OK,,OK,,,OK,,,,,,False,[]
4295904939,US83545GAX07,Sonic Automotive Inc,,,,OK,,OK,,,,,OK,,,,,,False,[]
5000329609,USU84575AA42,SP Wind Down Inc,EXCLUDED,,EXCLUDED,EXCLUDED,,,,EXCLUDED,,EXCLUDED,EXCLUDED,,,,EXCLUDED,,True,"['str_001_s', 'str_003_ec', 'str_004_asec', 'cs_003_sec', 'str_006_sec', 'str_007_sect', 'art_8_basicos']"
4295915385,US9286151033,T-Mobile USA Inc,,,,,,,,EXCLUDED,,,,,,,,,True,['cs_003_sec']
4295907977,US8468191007,Shyft Group Inc,,,,,,,,OK,,,,,,,,,False,[]
4296415949,US84264C2070,Southern Company Capital Trust Vi,,,,,,EXCLUDED,,EXCLUDED,,,,,,,,,True,"['cs_001_sec', 'cs_003_sec']"
4297251836,US83547UAH23,Sonneborn LLC,,,,,,,,OK,,,,,,,,,False,[]
5042214594,US84920Y1064,Sportsmans Warehouse Holdings Inc,,,,OK,EXCLUDED,,,,EXCLUDED,,,,,,,,True,"['str_005_ec', 'cs_002_ec']"
4295907966,US84470PAF62,Southside Bancshares Inc,,,,,,,,EXCLUDED,,,,,,,,,True,['cs_003_sec']
5000034579,US84287PDQ28,Southern First Bank,,,,EXCLUDED,,EXCLUDED,,EXCLUDED,,,EXCLUDED,,,,,,True,"['str_004_asec', 'cs_001_sec', 'cs_003_sec', 'str_007_sect']"
4295915006,US84761M1045,Spectrasite Inc,,,,,,,,OK,,,,,,,,,False,[]
4298009602,US84860WAA09,Spirit Realty Capital Inc,,,,,,,,OK,,,,,,,,,False,[]
4298009225,US38122YAA64,Golden State Water Co,,,,,,,,EXCLUDED,,,,,,,,,True,['cs_003_sec']
4295913542,US8415841050,Southeastern Bank Financial Corp,,,,EXCLUDED,,EXCLUDED,,EXCLUDED,,,EXCLUDED,,,,,,True,"['str_004_asec', 'cs_001_sec', 'cs_003_sec', 'str_007_sect']"
4295904951,ARDEUT116084,Southern Copper Corp,,,,,,,,EXCLUDED,,,,,,,,,True,['cs_003_sec']
4296312803,CH0011882880,Sunrise Communications AG,,,,,,,,EXCLUDED,,,,,,,,,True,['cs_003_sec']
5064637630,DE000A2GSB86,Paragon GmbH & Co KGaA,OK,,,,,,,,,,,,,,,,False,[]
4295890695,CH0419047227,Crealogix Holding AG,,,,OK,,OK,,OK,,,OK,,,,,,False,[]
4295915091,US87187Q1040,S1 Liquidation Inc,,,,EXCLUDED,,EXCLUDED,,EXCLUDED,,,EXCLUDED,,,,,,True,"['str_004_asec', 'cs_001_sec', 'cs_003_sec', 'str_007_sect']"
4295905023,US871829AM98,Sysco Corp,,,,,,,,OK,,,,,,,,,False,[]
4296750143,US8740891051,Talanx AG,,,,OK,,OK,,OK,,,OK,,,,,,False,[]
4298210770,US879240AS88,Comcast Cable Holdings LLC,,,,EXCLUDED,,EXCLUDED,,EXCLUDED,,,EXCLUDED,,,,,,True,"['str_004_asec', 'cs_001_sec', 'cs_003_sec', 'str_007_sect']"
4295900904,US8796941073,Telos Corp,,,,OK,,,,OK,,,OK,,,,,,False,[]
4295915141,US87970T2087,Telular Corp,,,,,,,,EXCLUDED,,,,,,,,,True,['cs_003_sec']
4297651653,US87243MAB19,GCDI SA,,,,,,,,OK,,,,,,,,,False,[]
5000601127,US8722862088,TCI Communications Financing II,,,,EXCLUDED,,EXCLUDED,,EXCLUDED,,,EXCLUDED,,,,,,True,"['str_004_asec', 'cs_001_sec', 'cs_003_sec', 'str_007_sect']"
5046436677,US87240J1051,TFB Bancorp Inc,,,,EXCLUDED,,EXCLUDED,,EXCLUDED,,,EXCLUDED,,,,,,True,"['str_004_asec', 'cs_001_sec', 'cs_003_sec', 'str_007_sect']"
4295884294,MXP904131325,Telefonos de Mexico SAB de CV,OK,,,OK,,OK,,OK,,OK,OK,,,,,,False,[]
5001190495,US8723841024,Enterprise TE Partners LP,,,,,,,,OK,,,,,,,,,False,[]
5000609359,US872312AA11,TCM Sub LLC,,,,EXCLUDED,,EXCLUDED,,EXCLUDED,,,EXCLUDED,,,,,,True,"['str_004_asec', 'cs_001_sec', 'cs_003_sec', 'str_007_sect']"
4295905540,US87236YAG35,TD Ameritrade Holding Corp,OK,,,OK,,OK,,OK,,OK,OK,,,,,,False,[]
5079697919,XS2347284742,Technip Energies NV,,,,,,,,EXCLUDED,,,,,,,,,True,['cs_003_sec']
4295904286,US87874RAA86,TechTarget Inc,,,,,,,,OK,,,,,,,,,False,[]
4296494872,US87924V3096,Tci Communications Inc,,,,EXCLUDED,,EXCLUDED,,EXCLUDED,,,EXCLUDED,,,,,,True,"['str_004_asec', 'cs_001_sec', 'cs_003_sec', 'str_007_sect']"
5050923457,USU8681QAA68,Switch Ltd,,,,,,,,EXCLUDED,,,,,,,,,True,['cs_003_sec']
5041751428,US86943V2097,Sutton Capital Trust II,,,,EXCLUDED,,EXCLUDED,,EXCLUDED,,,EXCLUDED,,,,,,True,"['str_004_asec', 'cs_001_sec', 'cs_003_sec', 'str_007_sect']"
4295908112,US878237AE65,Tech Data Corp,,,,OK,,OK,,OK,,,OK,,,,,,False,[]
4295915104,US8771631053,Taylor Devices Inc,OK,,,,,,,,,,,,,,,,False,[]
4296620247,US87928FAB85,Dynatech LLC,,,,,,,,EXCLUDED,,,,,,,,,True,['cs_003_sec']
4295859878,US87875P1030,Tecnisa SA,OK,,,OK,,OK,,,,OK,OK,,,,,,False,[]
4295908701,US8788952005,Tecumseh Products Co,,,,EXCLUDED,,EXCLUDED,,EXCLUDED,,,EXCLUDED,,,,,,True,"['str_004_asec', 'cs_001_sec', 'cs_003_sec', 'str_007_sect']"
4296726010,US86765BAE92,Sunoco Logistics Partners Operations LP,,,EXCLUDED,,,,,,,,,,,,EXCLUDED,,True,"['str_003_ec', 'art_8_basicos']"
5050902600,XS1577961359,Superior Industries International Inc,,,,,,,,,,EXCLUDED,,,,,,,True,['str_006_sec']
4296063467,US86682ABU43,Sun National Bank,,,,EXCLUDED,,EXCLUDED,,,,,EXCLUDED,,,,,,True,"['str_004_asec', 'cs_001_sec', 'str_007_sect']"
4295890931,US87160A1007,Syngenta AG,,,,OK,,OK,,OK,,,OK,,,,,,False,[]
5000698820,US868441AA47,Inc SA,,,,,,,,OK,,,,,,,,,False,[]
4295908051,US8681573064,SESI Holdings Inc,OK,,,,,,,,,OK,,,,,,,False,[]
4296715078,XS0171966269,Schiphol Nederland BV,,,,,,,,OK,,,,,,,,,False,[]
4297005813,XS0615238630,Goodyear Europe BV,OK,,OK,OK,,,,OK,,,OK,,,,OK,,False,[]
5004332160,XS0733794407,Gatwick Funding Ltd,,,,,,,,OK,,,,,,,,,False,[]
4295877624,XS0755481339,Fukuyama Transporting Co Ltd,EXCLUDED,,,,,,,,,,,,,,,,True,['str_001_s']
5035172012,XS0615237079,Telenet Finance IV Luxembourg SCA,,,,OK,,OK,,OK,,,OK,,,,,,False,[]
5001111203,XS0301888615,Bank of Baroda,OK,,,OK,,OK,,,,OK,OK,,,,,,False,[]
5076112979,XS2211037184,Contemporary Ruiding Development Ltd,,,,OK,,OK,,OK,,,OK,,,,,,False,[]
5042243092,US59013G1058,MERLIN Properties SOCIMI SA,,,,,,,,OK,,,,,,,,,False,[]
5073224132,XS2206383080,Diebold Nixdorf Dutch Holding BV,,,,,,,,EXCLUDED,,,,,,,,,True,['cs_003_sec']
5040935262,XS1248231299,VLL International Inc,,,,OK,,OK,,OK,,OK,OK,,,,,,False,[]
4298449570,US25490E2028,Direct Line Insurance Group PLC,,,,,,,,EXCLUDED,,,,,,,,,True,['cs_003_sec']
4295895807,GB00B16PRC61,3i Group PLC,,,,OK,,OK,,,,,OK,,,,,,False,[]
4295884730,XS1747034004,Akzo Nobel NV,,,,,OK,OK,,,OK,,,,,,,,False,[]
5035151263,XS0626691447,PagesJaunes Finance & Co SCA,,,,EXCLUDED,,EXCLUDED,,,,,EXCLUDED,,,,,,True,"['str_004_asec', 'cs_001_sec', 'str_007_sect']"
5037650626,XS0222588187,Eirles Two Ltd Series 355,,,,OK,,OK,,,,,OK,,,,,,False,[]
4295875751,XS0953046991,Buzzi SpA,,,,,,,,OK,,,,,,,,,False,[]
4295859313,XS0827556241,Sofina SA,,,,,,,,OK,,,,,,,,,False,[]
4295895921,XS0818634668,Intermediate Capital Group PLC,,,,,,,,OK,,,,,,,,,False,[]
4296543460,XS0215828830,Portugal Telecom International Finance BV,OK,,,,,,,,,OK,,,,,,,False,[]
5038077969,XS0851081660,Adib Capital Invest 1 Ltd,OK,,,OK,,OK,,,,,OK,,,,,,False,[]
5037953691,XS0856025431,Ciech Group Financing AB (publ),,,,,,,,,,EXCLUDED,,,,,,,True,['str_006_sec']
5037846313,XS1405775617,Steel Funding DAC,,,,,,,,OK,,,,,,,,,False,[]
4296991967,XS0637979443,BNP Paribas Arbitrage SNC,,,,,,,,OK,,,,,,,,,False,[]
5037658833,XS0783935215,Telenet Finance V Luxembourg SCA,,,,OK,,OK,,OK,,,OK,,,,,,False,[]
5037460728,XS0783242877,Sistema International Funding SA,FLAG,,FLAG,,,,,,,FLAG,,,,,FLAG,,False,[]
4296665624,XS0782786171,Hongkong Land Finance (Cayman Islands) Company Ltd,,,,,,,,EXCLUDED,,,,,,,,,True,['cs_003_sec']
4298133783,XS0586840588,Emaar Sukuk Ltd,,,,OK,,OK,,OK,,OK,OK,,,,,,False,[]
4295890329,XS0479535022,Industrivarden AB,,,,,,,,OK,,,,,,,,,False,[]
5000687953,XS0491211644,GE Capital Trust II,,,,,,,,EXCLUDED,,,,,,,,,True,['cs_003_sec']
5000063618,XS0486994568,Barion Funding Ltd,OK,,,OK,,OK,,OK,,,OK,,,,,,False,[]
5038057453,XS0810621705,Seven Energy Ltd,,,,,,,,,,OK,,,,,,,False,[]
5000039991,XS0315831445,Asset Repackaging Trust Five BV,,,,OK,,OK,,OK,,,OK,,,,,,False,[]
4296540112,XS0469026453,Tate & Lyle International Finance PLC,,,,OK,,OK,,,,,OK,,,,,,False,[]
4297693349,XS0884630996,Infinis Ltd,,,,OK,,OK,,,,,OK,,,,,,False,[]
5000608997,XS0442123237,Merlin I,OK,,,OK,,OK,,,,,OK,,,,,,False,[]
4296078965,XS0208098094,GE Capital UK Funding Unlimited Co,,,,,,,,OK,,,,,,,,,False,[]
4295859192,XS1207170736,Bank of Bahrain and Kuwait BSC,,,,OK,,OK,,,,,OK,,,,,,False,[]
4296984861,HK0000041175,Deutsche Bank AG (Hong Kong Branch),,,,OK,,OK,,OK,,,OK,,,,,,False,[]
5001233724,FR0012695666,Synlab Holding France SA,,,,,,,,OK,,,,,,,,,False,[]
4297064532,USY06865AA04,Bank of India (London Branch),OK,,,,,,,,,OK,,,,,,,False,[]
4297439550,XS0496143735,Corsair (Cayman Islands) No 1 Ltd,OK,,,OK,,OK,,,,,OK,,,,,,False,[]
4298032690,XS1055030917,Mebuki Financial Group Inc,OK,,,OK,,OK,,,,OK,OK,,,,,,False,[]
5042274214,XS1063561143,China Overseas Finance (Cayman) VI Ltd,,,,,,,,EXCLUDED,,,,,,,,,True,['cs_003_sec']
5052789535,XS1379107219,Kuwait Projects Company SPC Ltd,,,,OK,,OK,,OK,,OK,OK,,,,,,False,[]
5042247690,XS1056375279,Crotona Assets Ltd,,,,,,,,OK,,,,,,,,,False,[]
5000715064,XS1027633434,CEZ MH BV,,,,EXCLUDED,,EXCLUDED,,EXCLUDED,,,EXCLUDED,,,,,,True,"['str_004_asec', 'cs_001_sec', 'cs_003_sec', 'str_007_sect']"
5040195231,XS1873112764,Poly Real Estate Finance Ltd,OK,,,OK,,OK,,OK,,OK,OK,,,,,,False,[]
5000016162,XS0441744645,Nex Group Holdings Ltd,,,,OK,,OK,,,,,OK,,,,,,False,[]
5000600050,XS1268456347,Ascott REIT MTN PTE LTD,,,,,,,,OK,,,,,,,,,False,[]
5043466261,XS1377251423,Telefonica Participaciones SA,,,,,,,,,OK,,,,,,,,False,[]
4298359566,XS1108041648,Vital Ksk Holdings Inc,OK,,,OK,,OK,,OK,,OK,OK,,,,,,False,[]
5043332997,XS1087757263,Anstock II Ltd,,,,EXCLUDED,,EXCLUDED,,EXCLUDED,,,EXCLUDED,,,,,,True,"['str_004_asec', 'cs_001_sec', 'cs_003_sec', 'str_007_sect']"
4295893441,XS1077881743,Emirates Telecommunications Group Company PJSC,,,,,,,,OK,,,,,,,,,False,[]
4295893763,TRAALNTF91N6,Alternatifbank AS,,,,,,,,OK,,,,,,,,,False,[]
5039923446,XS0921330956,Equiniti Bondco PLC,EXCLUDED,,,EXCLUDED,,EXCLUDED,,EXCLUDED,,,EXCLUDED,,,,,,True,"['str_001_s', 'str_004_asec', 'cs_001_sec', 'cs_003_sec', 'str_007_sect']"
4297613422,XS0911599701,TMK Capital SA,OK,,,,,,,,,EXCLUDED,,,,,,,True,['str_006_sec']
4297245100,DE000A0BVBX2,Aareal Beteiligungen AG,,,,OK,,OK,,,,,OK,,,,,,False,[]
5043315815,XS1840467762,Greenland Global Investment Ltd,,,,,,,,OK,,,,,,,,,False,[]
4295906904,US482480AC47,KLA Corp,,,,,,,,EXCLUDED,,,,,,,,,True,['cs_003_sec']
5037441880,HK0000207602,K Wah International Financial Services Ltd,OK,,,,,,,,,,,,,,,,False,[]
5038053871,XS0863208780,JKX Oil & Gas (Jersey) Ltd,,,,,,,,,,EXCLUDED,,,,,,,True,['str_006_sec']
5037968408,XS0861999125,HellermannTyton Finance PLC,,,,,,,,EXCLUDED,,,,,,,,,True,['cs_003_sec']
5038076168,XS0897559133,Melco Finance Ltd,,,,EXCLUDED,,EXCLUDED,,EXCLUDED,,,EXCLUDED,,,,,,True,"['str_004_asec', 'cs_001_sec', 'cs_003_sec', 'str_007_sect']"
5038053134,XS1533914831,Arrow Global Finance PLC,,,,OK,,OK,,,,,OK,,,,,,False,[]
5040707344,XS1003010672,Baggot Securities Ltd,OK,,,OK,,OK,,,,,OK,,,,,,False,[]
4295875879,XS0881814411,Astaldi SpA,OK,,,,,,,,,,,,,,,,False,[]
5044022271,XS1058572501,RPV Co,,,,,,,,OK,,,,,,,,,False,[]
4295875738,XS1435297202,Webuild SpA,,,,,,,,OK,,,,,,,,,False,[]
5001450332,XS0951513455,Paramount Bed Holdings Co Ltd,,,,OK,,OK,,OK,,,OK,,,,,,False,[]
5037844039,XS0783935058,Cabot Financial Luxembourg SA,,,,OK,,OK,,OK,,,OK,,,,,,False,[]
5076089999,XS2251233651,Akelius Residential Property Financing BV,,,,,,,,EXCLUDED,,,,,,,,,True,['cs_003_sec']
5050920131,XS1852578431,CICC Hong Kong Finance 2016 MTN Ltd,,,,,,,,EXCLUDED,,,,,,,,,True,['cs_003_sec']
5001170594,ARDEUT112075,TotalEnergies SE,EXCLUDED,,EXCLUDED,,,,,FLAG,,,,,,,EXCLUDED,,True,"['str_001_s', 'str_003_ec', 'art_8_basicos']"
4295888465,ZAG000138926,Resilient Reit Ltd,,,,,,,,OK,,,,,,,,,False,[]
4297398115,US524680CG89,Prosperity Bank,,,,EXCLUDED,,EXCLUDED,,,,,EXCLUDED,,,,,,True,"['str_004_asec', 'cs_001_sec', 'str_007_sect']"
4296109605,US51803XEP06,Lasalle Funding LLC,,,,,,,,OK,,,,,,,,,False,[]
4298009263,US513075AG61,Lamar Media Corp,OK,,,OK,,OK,,OK,,,OK,,,,,,False,[]
4295916344,ZW0009011942,CAFCA Ltd,,,,,,,,EXCLUDED,,EXCLUDED,,,,,,,True,"['cs_003_sec', 'str_006_sec']"
4295859596,US513774AA79,Lancashire Holdings Ltd,,,,EXCLUDED,,EXCLUDED,,EXCLUDED,,,EXCLUDED,,,,,,True,"['str_004_asec', 'cs_001_sec', 'cs_003_sec', 'str_007_sect']"
5050914655,US51476W1071,Waitr Holdings Inc,OK,,,OK,,OK,,,,OK,OK,,,,,,False,[]
4295906957,US5116561003,Lakeland Financial Corp,,,,,,,,OK,,,,,,,,,False,[]
4295914030,US511637AA88,Lakeland Bancorp Inc,,,,,,,,EXCLUDED,,,,,,,,,True,['cs_003_sec']
5056435010,ZAG000145285,PSG Konsult Treasury Ltd,OK,,,,,,,,,OK,,,,,,,False,[]
4295889168,ZAE000214656,Hospitality Property Fund Ltd,EXCLUDED,,,,,,,,,,,,,,,,True,['str_001_s']
5034826699,ZAG000091588,Humulani Marketing (Pty) Ltd,OK,,,OK,,OK,,,,OK,OK,,,,,,False,[]
4295888495,ZAG000162512,Emira Property Fund,,,,,,,,OK,,,,,,,,,False,[]
4295884943,CH0005362097,Koninklijke Luchtvaart Maatschappij NV,EXCLUDED,,,,,,,,,EXCLUDED,,,,,,,True,"['str_001_s', 'str_006_sec']"
4295904356,US48666KAP49,KB Home,,,,,,,,EXCLUDED,,,,,,,,,True,['cs_003_sec']
4295899515,US50060P1066,Koppers Holdings Inc,,,,,,,,EXCLUDED,,,,,,,,,True,['cs_003_sec']
4295915627,US48716P1084,Kearny Financial Corp,,,,,,,,EXCLUDED,,,,,,,,,True,['cs_003_sec']
4295912177,US485170AU84,Kansas City Southern (Pre-Merger),OK,,,,,,,,,,,,,,,,False,[]
5000069027,US4851E1P169,Evergy Metro Inc,,,,OK,,OK,,,,,OK,,,,,,False,[]
5044341506,US50127T1097,Kura Oncology Inc,,,,,,,,OK,,,,,,,,,False,[]
4297076261,US50150QAB14,Kuznetski Capital SA,OK,,,,,,,,,OK,,,,,,,False,[]
4295910469,US4989042001,Knoll Inc,,,,EXCLUDED,,EXCLUDED,,,,EXCLUDED,EXCLUDED,,,,,,True,"['str_004_asec', 'cs_001_sec', 'str_006_sec', 'str_007_sect']"
4295904379,US500440AA05,Kollmorgen Corp,,,,,,,,EXCLUDED,,,,,,,,,True,['cs_003_sec']
5037595312,US501940AK63,LNR Property LLC,,,,EXCLUDED,,EXCLUDED,,,,,EXCLUDED,,,,,,True,"['str_004_asec', 'cs_001_sec', 'str_007_sect']"
4296607915,US509685ET62,Lake Forest Bank & Trust Company NA,,,,,,,,EXCLUDED,,,,,,,,,True,['cs_003_sec']
4295886699,US50213U1016,LPP SA,,,,,,,,OK,,,,,,,,,False,[]
5037844710,US505742AC07,Ladder Capital Finance Holdings LLLP,OK,,,,,,,,,OK,,,,,,,False,[]
4295858416,AU0000KRMYY9,Kingsrose Mining Ltd,,,,,,,,OK,,,,,,,,,False,[]
5000176636,US49803XAA19,Kite Realty Group LP,OK,,,OK,,OK,,OK,,,OK,,,,,,False,[]
4295994069,US494492AA99,Kincaid Generation LLC,,,,,,,,EXCLUDED,,,,,,,,,True,['cs_003_sec']
5043208162,US4936062060,KeyStone Solutions Inc,,,,EXCLUDED,,EXCLUDED,,,,,EXCLUDED,,,,,,True,"['str_004_asec', 'cs_001_sec', 'str_007_sect']"
4295908622,US4942741038,Kimball International Inc,,,,OK,,OK,,OK,,,OK,,,,,,False,[]
4295888986,ZAE000019030,Nedcor Investment Bank Holdings Ltd,,,,,,,,OK,,,,,,,,,False,[]
4295888396,ZAE000010823,Old Mutual Insure Ltd,,,,,,,,OK,,,,,,,,,False,[]
4295889205,ZAE000075859,Wesizwe Platinum Ltd,,,,,,,,OK,,,,,,,,,False,[]
4295888850,ZAE000102034,South African Coal Mining Holdings Ltd,EXCLUDED,,EXCLUDED,EXCLUDED,,,,,,EXCLUDED,EXCLUDED,,,,EXCLUDED,,True,"['str_001_s', 'str_003_ec', 'str_004_asec', 'str_006_sec', 'str_007_sect', 'art_8_basicos']"
5050721303,XS2298999454,Huatai International Finance Ltd,,,,OK,,OK,,,,,OK,,,,,,False,[]
4295889239,US74964G1031,RMB Holdings Ltd,,,,,,,,OK,,,,,,,,,False,[]
4295888970,ZAE000013017,PSG Group Ltd,,,,,,,,OK,,,,,,,,,False,[]
5050989690,USL22848AA00,Dana Financing Luxembourg SARL,,,,,,,,EXCLUDED,,,,,,,,,True,['cs_003_sec']
5028043592,ZAE000210688,OUTsurance Group Ltd,,,,,,,,EXCLUDED,,,,,,,,,True,['cs_003_sec']
5079236827,XS2346915890,Zorlu Yenilenebilir Enerji AS,,,,,,,,EXCLUDED,,,,,,,,,True,['cs_003_sec']
5037245134,XS0728761726,LS Finance (2017) Ltd,,,,OK,,OK,,,,,OK,,,,,,False,[]
5000909509,XS0155296105,Citibank NA (Hong Kong Branch),,,,,,,,OK,,,,,,,,,False,[]
4296067067,HK0000036944,Sing Jian Development Co Ltd,,,,OK,,OK,,OK,,,OK,,,,,,False,[]
5029074469,HK0000076742,RKI Finance 2011 Ltd,OK,,,,,,,,,OK,,,,,,,False,[]
4296866750,XS1028092200,MTR Corporation CI Ltd,,,,,,,,OK,,,,,,,,,False,[]
5042934451,HK0000201548,Unican Ltd,,,,,,,,OK,,,,,,,,,False,[]
4295870637,GRS487003006,Trastor Real Estate Investment Company SA,,,,EXCLUDED,,EXCLUDED,,EXCLUDED,,EXCLUDED,EXCLUDED,,,,,,True,"['str_004_asec', 'cs_001_sec', 'cs_003_sec', 'str_006_sec', 'str_007_sect']"
5001097136,HK0000239829,Link Finance (Cayman) 2009 Ltd,,,,OK,,OK,,OK,,,OK,,,,,,False,[]
4295870814,HK0000035813,Chemoil Energy Ltd,EXCLUDED,,EXCLUDED,EXCLUDED,,,,FLAG,,EXCLUDED,EXCLUDED,,,,EXCLUDED,,True,"['str_001_s', 'str_003_ec', 'str_004_asec', 'str_006_sec', 'str_007_sect', 'art_8_basicos']"
5000055983,HK0000014073,ABN AMRO Bank NV (Hong Kong Branch),,,,OK,,OK,,OK,,,OK,,,,,,False,[]
5017073085,HK0000424330,CSL Finance PLC,,,,OK,,OK,,,,,OK,,,,,,False,[]
5051780878,HK0000359007,CK Property Finance (MTN) Ltd,,,,,,,,EXCLUDED,,,,,,,,,True,['cs_003_sec']
5037955144,HK0000211281,Wing Tai Properties (Finance) Ltd,OK,,,,,,,,,OK,,,,,,,False,[]
